Potenza Elettrica;Potenza Termica
3426.0052734375;851.6465
3144.7252734375;1078.744
3003.6052734375;1076.388
3046.8052734375;1051.08
2596.4871796875;1055.9345
3062.0841796875;1035.1865
3117.808125;1042.967
3124.4841796875;1044.8385
3117.7641796875;1033.201
3263.728125;1049.6455
3682.20703125;1067.097
3753.2841796875;1020.623
3820.4841796875;1056.438
3795.6052734375;1056.4095
3752.4052734375;1048.6765
3597.003515625;1043.5465
3542.4047578125;1072.892
3537.6017578125;1057.0745
3533.075390625;1053.6735
3655.8;1069.035
3734.7193359375;1008.9855
3573.15890625;1053.6925
3397.323515625;1048.23
3451.0493671875;1040.5825
3613.2052734375;1051.992
3474.0052734375;1062.4515
3439.3641796875;1054.215
3627.5241796875;1046.539
3093.808125;1038.464
3223.3641796875;1038.4735
3143.6871796875;1039.414
3175.408125;1032.422
3162.8841796875;1032.593
3141.7641796875;1064.1615
3305.008125;1098.2665
3499.80703125;1084.1115
3508.4841796875;1051.745
3503.6871796875;1011.199
3575.728125;1044.012
3570.8841796875;1079.238
3661.2052734375;1056.1625
3563.403515625;1031.6335
3542.202421875;1047.584
3444.3263671875;1060.333
3527.802421875;1068.75
3429.882421875;1061.3495
3254.2463671875;1207.716
3200.4052734375;1264.925
3234.0052734375;1310.1735
3219.561328125;1320.3575
3162.0082734375;1316.0255
3160.0852734375;1314.382
3333.9263671875;1320.177
3287.883515625;1367.696
3263.802421875;1160.653
3297.483515625;1049.066
3340.602421875;998.602
3309.9263671875;1049.731
3522.0052734375;1086.3915
3480.681328125;1088.4625
3473.1263671875;1094.856
3478.8052734375;1141.4535
3531.6052734375;1164.225
3679.482421875;1180.945
3699.6052734375;1169.3645
3617.082421875;1130.2055
3607.5263671875;1160.9475
3573.882421875;1169.6685
3751.482421875;1188.754
3540.3263671875;1208.0675
3549.882421875;1210.6705
3521.1263671875;1213.321
3277.1241796875;1190.711
3342.2859375;1189.704
3158.9698828125;1216.361
3154.1259375;1208.1435
3105.1659375;1228.179
3193.5298828125;1236.4345
3128.2059375;1214.005
3062.9259375;1193.96
3006.2487890625;1188.279
3033.1659375;1183.795
3074.4898828125;1164.092
3055.2459375;1175.492
3119.5659375;1181.61
3087.9298828125;1198.558
3181.08703125;1162.135
3253.0059375;1139.164
3547.80703125;1106.7785
3527.64703125;1167.8065
3628.4030859375;1124.0305
3704.368125;1109.315
3623.6841796875;1121.114
3511.32703125;1106.9875
3094.68703125;1031.1205
3037.9659375;1011.142
3049.4859375;1114.749
2930.4898828125;1298.1085
2900.6859375;1303.9415
2973.6459375;1248.832
2958.3298828125;1241.9445
2964.0459375;1216.019
2962.0887890625;1221.434
2944.8459375;1287.25
2950.6059375;1053.265
2954.4898828125;1043.2235
2898.7287890625;1026.095
2825.8059375;1044.5725
2782.6059375;999.5995
2837.3698828125;1019.008
2769.08484375;976.41
2792.2498828125;1000.597
2837.3259375;995.5145
2853.6459375;995.7235
2825.7687890625;1001.376
2764.3659375;1001.7845
2793.2098828125;1008.064
2812.3287890625;1000.5115
2759.5659375;1019.293
2822.8887890625;1000.141
2931.4059375;1023.948
3018.7659375;1010.5055
2934.3298828125;1050.035
2885.24484375;1008.3585
2902.6498828125;1019.274
2932.3659375;1009.3085
2916.0087890625;1010.268
2866.1259375;997.234
2769.1659375;979.8015
2760.4887890625;1032.5645
2792.2498828125;1018.4095
2708.60484375;1006.4395
2736.5698828125;1001.547
2800.8459375;997.2625
2752.8087890625;998.8585
2750.9259375;1040.2405
2814.2859375;1015.5595
2819.1298828125;1000.7965
2772.0459375;1052.98
2734.6059375;1061.169
2716.4098828125;1101.2115
2715.4059375;1043.3185
2657.7687890625;1222.3555
2772.0459375;1311.703
2684.848125;1284.799
2771.2041796875;1301.4145
2728.0041796875;1304.673
2725.168125;1360.5995
2828.8041796875;1374.3365
2726.04703125;1365.2355
2686.7241796875;1229.5375
2723.248125;1065.2825
2715.5241796875;1099.91
2787.5241796875;1135.972
3402.84703125;1201.1895
3632.3241796875;1210.5375
3894.448125;1212.713
4093.1241796875;1208.704
4143.088125;1250.6275
4323.5241796875;1305.927
4217.0452734375;1290.024
4025.0452734375;1258.218
4022.1652734375;1209.73
4103.721328125;1269.751
4172.9663671875;1229.756
4190.1652734375;1315.4365
4055.7652734375;1272.639
4061.4441796875;1265.0485
3867.5241796875;1263.044
3308.76703125;1244.519
3119.5659375;1258.009
3232.8898828125;1279.9255
3555.48703125;1242.866
3533.3259375;1216.1235
3371.16703125;1207.906
3247.2459375;1251.492
3180.0459375;1224.3505
3204.12703125;1197.551
3744.5698828125;1254.8265
3905.9241796875;1226.602
4194.84703125;1182.028
4100.8041796875;1131.906
4032.7252734375;1161.603
4039.4452734375;1159.3325
3861.003515625;1177.905
3979.1206640625;1152.6635
3960.0828515625;1126.415
3913.9217578125;1122.615
4056.0017578125;1096.034
4262.283515625;1038.4355
4096.041328125;1016.9085
4158.4852734375;980.78
4049.008125;1120.202
3258.84703125;1270.3875
3015.8859375;1255.9
3088.8459375;1237.128
3178.1698828125;1227.8085
3162.7659375;1202.187
3183.8859375;1198.387
3231.8859375;1225.367
3210.8098828125;1073.4715
3185.88703125;1077.68
3905.8430859375;1100.8315
3748.44703125;1113.1245
3945.24703125;1060.9505
4280.4052734375;989.9855
4298.6452734375;1048.591
4305.5206640625;1054.405
4142.364609375;1040.934
4258.5617578125;1013.5835
4114.5617578125;1051.0895
4334.4017578125;1043.1665
4551.2806640625;1024.5465
4523.3663671875;1040.7345
4261.161328125;1036.165
3997.2052734375;1073.082
3520.92703125;1069.605
3382.7241796875;1030.6835
3298.20703125;1051.8875
3286.768125;1072.0465
3335.64703125;1069.814
3342.4041796875;1055.963
3259.80703125;1033.315
3167.64703125;1066.603
3334.7241796875;1049.2465
3329.88703125;1021.7155
3775.3641796875;1064.437
4050.8841796875;1065.0355
4205.5252734375;1087.351
4330.3252734375;1023.112
4508.8852734375;1053.4835
4422.603515625;1089.042
4344.762421875;1066.6125
4300.683515625;1055.6875
4246.923515625;1070.9255
4351.563515625;1085.3655
4370.763515625;1117.1335
4455.243515625;1134.8605
4564.683515625;1299.163
4391.802421875;1286.661
4137.4463671875;1343.965
3446.0841796875;1340.83
3201.2841796875;1352.1825
3229.08703125;1350.615
3209.968125;1329.088
3408.60703125;1399.274
3419.2041796875;1295.6005
3488.3241796875;1103.862
3435.568125;1090.2865
3439.2830859375;1091.7495
4302.5663671875;1132.2575
4660.602421875;1080.0075
4668.3263671875;1156.5585
4888.203515625;1170.1625
4797.9195703125;1178.057
4667.5217578125;1205.094
4652.1617578125;1164.8805
4614.7217578125;1144.161
4434.3228515625;1172.053
4460.19890625;1224.968
4549.5228515625;1262.835
4477.56;1258.503
4359.2806640625;1228.084
3867.6863671875;1231.96
3547.9252734375;1234.905
3448.9641796875;1226.6875
3488.4052734375;1206.5095
3399.0441796875;1205.9395
3369.24703125;1264.697
3352.92703125;1228.635
3277.1241796875;1199.641
3238.68703125;1193.352
3153.24703125;1190.958
3036.12703125;1189.134
3041.88703125;1267.6895
3086.9630859375;1217.9665
3122.52703125;1161.7645
3118.768125;1140.741
3017.001328125;1165.8875
3002.6452734375;1211.117
2954.6452734375;1174.846
2994.0052734375;1186.379
3057.3652734375;1178.7125
3208.0852734375;1149.7945
3148.4841796875;1185.581
3084.2452734375;1131.906
3155.16703125;1109.8375
3159.0441796875;1062.6225
3156.208125;1234.183
3156.0830859375;1357.645
3187.888125;1324.11
3121.56703125;1287.288
3153.24703125;1233.195
3165.6830859375;1228.122
3111.96703125;1235.836
2947.6887890625;1240.092
3087.00703125;1062.499
3104.2059375;1019.008
3058.20703125;1047.394
3017.88703125;1069.8615
3140.76703125;991.8285
3105.24703125;987.43
3035.1230859375;1002.896
3047.64703125;1011.218
3004.528125;991.2965
3112.0041796875;985.302
3064.0041796875;1001.794
2991.00703125;1009.394
3051.5241796875;995.391
3089.008125;991.876
2995.8441796875;985.834
3134.04703125;1024.4515
3088.92703125;1034.664
3116.76703125;1015.7875
3159.00703125;1039.2715
3198.3230859375;999.495
3230.04703125;1040.1265
3232.92703125;1006.582
3201.24703125;1010.7145
3124.44703125;1020.319
3040.92703125;1048.2395
3051.4430859375;993.7665
3531.48703125;1038.616
4128.688125;1057.046
4195.9252734375;1040.9245
4168.9641796875;1032.8115
4249.6852734375;1012.282
4182.522421875;1018.4095
4102.923515625;1039.0815
4129.803515625;1058.129
4143.2806640625;1081.347
4355.5217578125;1094.533
4485.963515625;1080.1785
4472.523515625;1052.657
4437.9263671875;1207.982
4176.6441796875;1278.6905
4104.6441796875;1279.7545
3495.00703125;1312.083
3231.96703125;1301.728
3225.1659375;1309.9835
3251.1298828125;1344.1075
3336.5259375;1388.7385
3341.3259375;1393.992
3380.76703125;1099.321
3467.0859375;1060.124
3436.44703125;1114.635
3741.6898828125;1160.5295
4065.2841796875;1236.2065
4266.84703125;1167.17
4365.8452734375;1153.7845
4283.2852734375;1187.9275
4239.243515625;1187.8135
4123.0395703125;1226.7255
4101.24;1182.0375
4124.91515625;1179.6435
4098.1466015625;1195.8125
4082.357578125;1288.2095
3915.723515625;1280.543
3727.482421875;1254.836
3704.368125;1241.422
3789.7641796875;1236.026
3192.60703125;1224.816
3034.1259375;1218.2895
3022.6498828125;1241.6405
3065.8059375;1217.634
3069.6459375;1242.5525
3058.1259375;1211.0505
3057.2098828125;1213.3685
3132.0459375;1216.551
3223.2459375;1182.75
3348.12703125;1157.7175
3382.6498828125;1204.5715
3452.6859375;1207.393
3525.7641796875;1155.2475
3481.7663671875;1207.2885
3778.348359375;1176.4895
3823.948125;1142.2135
3712.7947265625;1132.894
3681.8241796875;1113.723
3627.06703125;1099.9195
3711.5841796875;1130.576
3783.54703125;1041.428
3738.42703125;1051.7545
3446.6382421875;1043.689
3127.408125;1175.34
3193.5230859375;1282.2435
3159.00703125;1289.3495
3043.80703125;1263.367
2933.3259375;1219.268
3005.3698828125;1217.577
2982.2859375;1218.8975
2882.4459375;1224.455
2911.2898828125;1091.778
2961.1659375;1097.136
3352.92703125;1092.633
3496.0041796875;1045.2945
3414.4852734375;1012.9565
3288.762421875;989.2445
3265.5969140625;997.652
3234.3459375;1036.811
3315.9459375;1052.7045
3180.6298828125;1025.0025
3482.0630859375;1039.4045
3345.7498828125;1007.9975
3468.66703125;1046.615
3469.5830859375;1039.015
3403.150546875;1043.043
3382.044609375;1039.205
3308.8041796875;1050.32
3132.12703125;1059.1075
3008.28703125;1058.927
2975.6030859375;1048.705
2919.96703125;1046.71
2748.0898828125;1024.7745
2725.9659375;1037.1625
2739.4059375;1052.5905
2730.8098828125;1073.899
2637.6459375;1047.4035
2982.2859375;1049.636
2999.6098828125;1045.1995
2965.0059375;1072.949
3248.3241796875;1039.9935
3362.276484375;1038.901
3392.590546875;1055.013
3052.8687890625;1046.8145
2808.0687890625;1038.806
2764.7859375;1048.8
2797.7947265625;1076.3405
2623.7952421875;1105.42
2486.403;1086.971
2447.997;1201.864
2265.597;1210.7845
2284.8;1271.7935
2179.2;1298.232
2016;1323.6825
2020.8;1336.08
1958.4;1349.2945
1891.197;1371.857
1838.4;1343.87
1876.803;1013.441
1857.6;1024.8695
1799.997;1054.9275
1694.4;1063.297
1440;1084.2825
1425.6;1103.7195
403.2;1140.361
148.8;1155.2855
158.4;1135.9245
153.6;1175.4635
148.8;1177.601
144;1185.2865
148.8;1167.911
148.8;1167.1035
153.6;1182.5505
148.8;1146.1465
148.8;1176.271
158.4;1147.3055
163.2;1203.3745
153.6;1190.312
153.6;1205.474
158.4;1211.8675
158.4;1180.603
158.4;1187.728
158.4;1165.6975
158.4;1150.298
158.4;1146.783
153.6;1159.798
148.8;1208.077
148.8;1181.382
139.2;1207.8965
144;1160.1685
139.2;1120.107
139.2;1134.5185
139.2;1127.1845
144;1127.7545
139.2;1119.0525
139.2;1092.462
139.2;1029.249
139.2;1001.3855
139.2;968.5535
148.8;1271.556
148.8;1280.885
144;1265.552
153.6;1236.0735
153.6;1188.1745
148.8;1165.783
153.6;1189.419
148.8;1189.7705
148.8;1200.5055
148.8;1236.3015
148.8;1103.9285
148.8;1089.1655
148.8;1007.969
144;994.954
148.8;1043.233
148.8;1032.498
144;1033.6475
144;986.955
144;1001.5185
144;989.8335
144;1029.0685
148.8;1005.0145
144;1009.8595
139.2;1030.674
153.6;1019.54
148.8;1035.367
153.6;1037.305
148.8;1023.5965
158.4;1000.7775
158.4;968.3635
158.4;1000.9105
158.4;991.7145
163.2;984.732
158.4;994.631
148.8;1009.394
158.4;1021.5255
168;991.534
144;972.8095
144;1005.1095
110.4;1032.118
28.8;1030.75
24;1050.263
28.8;1066.717
163.2;1088.339
153.6;1002.6965
148.8;1021.953
144;1028.869
139.2;1036.1175
153.6;1012.5955
148.8;1022.4565
144;1017.4595
144;1026.8455
144;1029.5055
144;1055.3835
148.8;1069.3675
148.8;732.1365
148.8;734.5305
153.6;683.1925
148.8;692.8065
148.8;708.13
163.2;706.0875
172.8;712.3765
153.6;717.2975
144;762.5935
144;752.6565
158.4;724.983
148.8;744.667
144;717.079
144;752.59
148.8;755.7345
144;787.455
144;782.876
153.6;711.0085
144;677.8345
144;709.308
139.2;698.4115
144;711.474
139.2;715.0745
139.2;725.781
144;702.772
144;674.7945
144;701.67
134.4;723.8335
134.4;734.6635
139.2;732.925
134.4;715.3785
139.2;756.295
139.2;727.6905
148.8;693.5475
148.8;693.3765
144;720.138
134.4;710.524
148.8;677.8915
220.8;703.0855
244.8;681.853
196.8;699.865
225.6;871.017
225.6;1028.5365
216;1069.6525
211.2;1068.028
220.8;1047.8025
216;1018.3905
216;991.3725
211.2;1035.956
220.8;1019.825
216;1029.401
201.6;1020.2145
187.2;1019.9865
556.8;1033.6855
614.4;1017.6875
595.2;1050.2155
844.8;1041.2855
969.597;1023.967
1027.203;1010.4295
941.1233671875;1019.3975
1460.385421875;1015.721
1830.2859375;1048.838
2053.810546875;999.1815
2015.6841796875;1013.46
1987.80703125;1002.155
1958.9698828125;1038.2265
2041.5230859375;1013.004
1966.6498828125;1024.2235
2082.7659375;1025.3445
2411.0859375;1009.565
2307.4498828125;1018.4
2267.0859375;1014.847
2253.6459375;1031.5765
2226.8098828125;1027.14
2315.96484375;1005.3755
2198.9698828125;1034.0655
2160.5259375;1034.189
2140.3659375;1041.675
2209.5298828125;1012.2725
2265.1659375;1039.186
2201.9241796875;1039.148
2225.968125;1040.1265
2260.5652734375;1004.511
2226.8841796875;1033.866
2251.9252734375;1022.504
2300.8852734375;1071.676
2455.3641796875;1032.859
2467.8441796875;1061.435
2561.88703125;1071.695
2459.1298828125;1071.334
2477.3259375;1046.938
2485.9659375;1022.1715
2460.0087890625;1069.9945
2475.4059375;1066.8215
2481.2098828125;1071.942
2532.0459375;1066.394
2571.3687890625;745.3225
2570.4459375;748.3815
2592.5259375;724.2325
2434.0887890625;740.601
2387.1298828125;765.9565
2417.8059375;765.6145
2476.3659375;723.1875
2504.28703125;781.8025
2325.7641796875;760.0095
2335.408125;781.185
2275.002421875;737.5135
2229.003515625;789.5355
2311.5263671875;761.406
2351.802421875;830.87
2334.4852734375;797.0025
2411.2041796875;806.797
2449.56703125;781.9165
2463.8859375;807.2245
2502.3298828125;809.324
2508.92484375;799.9
2476.4098828125;820.838
2496.5259375;793.0315
2555.0487890625;788.6995
2492.6859375;832.865
2491.7698828125;810.388
2527.16484375;807.5095
2530.1698828125;773.338
2441.8059375;791.692
2398.5687890625;810.331
2444.6859375;785.2605
2410.1259375;817.399
2386.1698828125;768.1795
2390.9259375;780.8715
2437.1241796875;795.549
2467.80703125;733.7325
2415.088125;786.0205
2425.6041796875;758.5465
2386.2441796875;766.2985
2333.40703125;739.138
2358.448125;744.0685
2338.1259375;745.275
2370.7659375;918.479
2398.5687890625;1038.1885
2376.5259375;1021.649
2456.2498828125;1019.3595
2530.04484375;1022.5515
2521.5298828125;1032.0895
2547.4059375;1031.339
2516.6859375;1018.4855
2460.0087890625;1028.9165
2498.4459375;1031.6335
2711.6098828125;1018.324
2701.9659375;1015.2175
2888.2059375;1009.299
2851.7698828125;1022.5895
2967.0441796875;1029.439
3161.1263671875;1044.5155
3225.63890625;1002.0505
3178.0747265625;958.1795
3189.070546875;1004.8435
3375.229453125;1028.8785
3903.4287890625;1016.253
3879.1923046875;1020.452
3725.79890625;1006.24
3632.4863671875;999.1435
3535.3641796875;1008.9285
2932.44703125;1055.621
2808.60703125;1061.321
2882.4459375;1097.877
2815.2459375;1065.1685
2866.1698828125;1029.0875
2912.2059375;1032.327
2970.7659375;1018.6565
2966.8887890625;1035.6235
2989.9659375;1029.895
3214.68703125;1027.9285
3637.9659375;1035.4715
3618.928125;1028.8975
3573.7641796875;993.852
3579.8417578125;1019.73
3599.63296875;1101.8765
3475.468125;1045.019
3464.9452734375;1076.5875
3473.3859375;1032.1085
3416.82703125;1034.246
3750.90703125;1048.9425
3696.2241796875;1072.645
3530.830546875;1228.559
3318.7217578125;1230.2215
3063.243515625;1246.191
3019.0395703125;1276.173
2943.243515625;1301.1295
2958.5663671875;1311.1615
3149.562421875;1323.1505
3102.5663671875;1377.234
3037.242421875;1432.2485
3082.362421875;1076.8345
3069.8452734375;1071.258
3050.608125;1043.3375
3538.362421875;1118.169
3868.602421875;1103.387
3763.164609375;1122.026
3911.07890625;1192.022
3828.1940625;1229.243
3950.7052734375;1199.945
3859.4241796875;1154.117
3528.18703125;1225.576
3445.62703125;1211.535
3535.9852734375;1214.6605
3673.1841796875;1212.6845
3689.548125;1244.367
3815.2641796875;1282.2815
3537.875390625;1254.209
3422.4017578125;1204.543
3153.3652734375;1216.4465
3071.728125;1275.7645
3010.1630859375;1206.443
2970.9652734375;1184.213
2954.608125;1227.4095
2961.2841796875;1176.594
2972.8041796875;1192.193
2969.968125;1174.618
2786.5641796875;1161.0235
3111.088125;1173.2405
3565.161328125;1161.641
3697.803515625;1177.772
3674.9628515625;1133.331
3614.350546875;1149.3955
3453.3441796875;1134.509
3596.3841796875;1155.523
3543.628125;1462.031
3552.2241796875;1465.584
3732.7852734375;1442.784
3698.2252734375;1422.1595
3649.1841796875;1406.95
3232.50703125;1368.19
3140.8340625;1333.7335
2672.4052734375;1349.3705
2695.401328125;1309.746
2734.768125;1264.526
2676.1641796875;1251.6535
2727.00703125;1181.2585
2863.3641796875;1162.2015
2767.408125;1177.0405
2751.96703125;1260.004
2819.1230859375;1068.655
2926.6498828125;1045.7505
2847.00703125;1057.6445
2916.1641796875;1064.494
2899.9252734375;1008.957
2899.1206640625;981.236
2918.6382421875;1003.846
3020.2287890625;1004.891
3127.86703125;1013.802
2966.6241796875;982.585
2908.02703125;995.5335
2871.5841796875;1000.3405
3017.46703125;1005.2995
3035.5887890625;977.6735
2905.5158203125;1029.3155
2774.283515625;1016.861
2762.4830859375;1067.4295
2819.3663671875;1045.2945
2858.5641796875;1051.156
2918.9698828125;1089.498
2901.6830859375;1050.852
2871.9298828125;1046.9095
2857.4859375;1062.271
2792.28703125;1021.25
2796.0459375;1054.8515
2788.4098828125;1012.434
2738.4459375;1003.4755
2770.1259375;1027.691
2682.928125;1079.5515
2769.2841796875;1047.8215
2878.8052734375;1035.2245
2880.99890625;1058.1005
2879.5958203125;1014.98
2899.150546875;1050.244
2880.1430859375;1018.5995
2769.6687890625;1032.0135
2915.551640625;1054.7375
2898.7147265625;1095.1125
2868.4006640625;1266.7205
2813.5252734375;1294.1375
2860.5652734375;1353.8355
2880.60703125;1344.136
2891.16703125;1347.8885
2947.8441796875;1380.7015
3053.4441796875;1416.754
3018.0052734375;1440.6085
2787.568125;1411.7855
2642.4459375;1396.9655
2673.24703125;1421.447
2736.5259375;1407.7005
3448.0852734375;1454.3835
3455.7652734375;1481.791
3666.123515625;1485.743
3835.2017578125;1509.8065
3830.43890625;1528.7685
3645.9123046875;1510.538
3528.0687890625;1509.474
3547.4241796875;1566.0275
3626.9487890625;1550.8275
3667.069453125;1524.4745
3602.8817578125;1566.1605
3475.002421875;1551.7205
3516.3263671875;1541.907
3342.4852734375;1542.1825
3189.7641796875;1555.8435
3033.24703125;1573.618
2903.5659375;1561.135
2956.528125;1607.5425
3009.2030859375;1592.523
3017.968125;1587.6495
3013.1241796875;1589.217
2982.36703125;1612.929
3188.76703125;1434.025
3208.92703125;1257.0875
3632.3241796875;1506.073
3795.6052734375;1346.0835
3883.002421875;1228.92
3898.443515625;1163.617
3792.0017578125;1175.416
3753.72;1198.634
3752.27296875;1342.7015
3666.1533984375;1133.9865
3697.0659375;1120.525
3616.6252734375;1143.42
3731.7441796875;1137.302
3683.15296875;1042.0075
3375.48;1025.373
3267.804609375;987.8765
3234.042421875;1164.073
2904.8063671875;1257.2585
2791.401328125;1184.2415
2839.32703125;1190.6255
2891.248125;1159.2755
2689.6041796875;1126.4245
2683.80703125;1135.725
2781.7641796875;1155.1905
2772.12703125;1051.08
2710.68703125;1025.7055
2940.12703125;1045.7125
3006.4041796875;1050.719
2984.4052734375;988.589
2920.203515625;988.266
3034.4806640625;1006.525
3170.0028515625;1011.6455
3355.1876953125;984.9505
3221.9841796875;971.9735
3255.628125;1006.8765
3371.70703125;991.61
3582.981328125;998.317
3503.6769140625;1011.56
3321.483515625;993.8235
3025.722421875;1052.486
2915.2041796875;1044.3255
2852.8852734375;1001.224
2726.1652734375;1026.5225
2658.8841796875;996.3885
2745.328125;1014.809
2800.9641796875;1000.4355
2741.40703125;1024.138
2854.6059375;976.429
2749.08703125;1005.138
2722.20703125;974.263
3199.3641796875;976.3245
3225.3652734375;976.923
3412.5652734375;999.001
3737.163515625;982.072
3717.1217578125;1017.3645
3795.87890625;1044.2875
3599.6769140625;1046.501
3545.5852734375;997.3005
3289.1841796875;1001.927
3396.7852734375;1029.8475
3577.2652734375;1042.112
3560.9452734375;1081.7365
3578.1441796875;1205.9775
3307.4241796875;1246.362
3101.94703125;1264.7255
2859.4358203125;1269.143
2789.7617578125;1321.488
2867.403515625;1321.089
2834.763515625;1298.08
2797.3606640625;1338.949
2782.0006640625;1370.3655
2717.643515625;1203.2415
2754.0052734375;1072.5785
2805.9263671875;1078.2025
3172.602421875;1120.848
3258.123515625;1148.816
3380.0806640625;1190.464
3484.764609375;1160.102
3286.0817578125;1182.047
3682.348359375;1173.8295
3623.308125;1229.1385
3574.3852734375;1233.499
3697.2652734375;1241.6215
4102.341328125;1251.036
3926.668125;1270.1025
3666.3459375;1265.533
3746.10703125;1268.288
3341.0382421875;1287.7535
3186.042421875;1260.403
3034.4063671875;1212.6465
2844.363515625;1230.383
2984.442421875;1233.8125
2940.0459375;1248.4045
2889.1569140625;1212.2285
2828.8041796875;1218.66
2815.3641796875;1218.318
2786.52703125;1227.1815
2796.208125;1221.909
2799.081328125;1355.9825
2870.1652734375;1386.5725
3007.4452734375;1441.5205
2920.0852734375;1350.216
2972.8852734375;1245.754
2941.47890625;1528.227
3084.6;1512.3525
3048.9617578125;1437.2835
2895.2063671875;1415.4145
2956.683515625;1452.4835
2861.562421875;1441.8815
2824.0041796875;1412.441
3163.888125;1351.413
3099.5241796875;1330.3705
3142.8052734375;1299.1345
3224.442421875;1294.2515
3312.8063671875;1256.242
3047.7652734375;1215.525
2986.2441796875;1183.377
2919.0441796875;1156.929
2918.128125;1155.0005
2899.80703125;1181.781
2926.7241796875;1065.9665
2931.6052734375;1058.623
2858.5641796875;1054.747
2966.04703125;1047.318
3006.4041796875;1021.7535
3085.2863671875;978.8325
3038.43890625;995.847
3088.0340625;1000.863
3056.509453125;1032.4315
3027.9898828125;1005.328
3098.0630859375;1023.8815
3201.9193359375;1013.7545
3022.8052734375;1010.135
3166.842421875;1000.939
3140.0063671875;993.852
3124.602421875;1019.464
3235.9252734375;1019.635
3186.9652734375;1045.95
3102.4852734375;1044.867
3204.2452734375;1030.579
3295.482421875;1014.334
3385.722421875;1005.9835
3150.5663671875;1008.9095
3037.242421875;1000.73
2936.368125;991.6955
3029.481328125;1015.018
3524.9663671875;1044.3445
3884.043515625;1040.839
3914.8006640625;1056.4095
3753.6017578125;1030.37
3826.3923046875;1045.665
3898.8652734375;1033.9135
3909.4252734375;997.6045
3745.2652734375;1016.139
3883.542421875;1017.1555
3938.1441796875;1031.7095
3910.348125;1081.461
3959.63296875;1068.3795
3966.6406640625;1204.1915
4078.923515625;1226.8965
3912.8063671875;1322.9985
3445.242421875;1311.3135
3214.842421875;1327.9195
3193.6852734375;1327.6535
3248.4863671875;1337.942
3246.522421875;1382.744
3036.2452734375;1396.785
3062.1652734375;1387.9215
2988.1641796875;1405.696
3070.8052734375;1381.908
3345.2841796875;1446.584
3370.4063671875;1431.213
3322.443515625;1491.766
3379.475390625;1516.5135
3335.3452734375;1488.232
3222.028125;1525.719
3265.221328125;1518.6035
3414.0652734375;1542.0115
3480.3863671875;1538.354
3830.7052734375;1552.8225
3987.9830859375;1557.5155
3883.718671875;1580.895
3707.64;1501.8075
3548.28;1211.383
3550.0006640625;1259.2725
3046.923515625;1238.724
2853.8452734375;1261.1915
2750.1652734375;1283.564
2750.0030859375;1223.5715
2700.12703125;1254.437
2726.0098828125;1245.925
2714.4459375;1221.016
2704.92703125;1230.915
2686.6059375;1185.828
3215.6841796875;1215.2495
3347.248125;1220.123
3431.883515625;1182.5125
3159.3617578125;1203.2225
3306.83296875;1170.9605
3369.8241796875;1229.1195
3467.9063671875;1195.29
3059.7441796875;1152.7205
2760.3052734375;1148.189
2881.1841796875;1160.8905
3120.3052734375;1144.085
3037.6641796875;1094.59
2862.028125;1053.189
2886.7887890625;1050.7665
2893.4417578125;1257.2205
2732.0806640625;1330.0855
2639.802421875;1231.181
2741.488125;1244.9275
2826.84703125;1195.1475
2823.1252734375;1200.7715
2801.9241796875;1200.097
2868.1641796875;1209.6825
2841.328125;1098.39
2939.2041796875;1076.103
2878.7241796875;1065.9
2974.8052734375;1104.7265
3195.723515625;1047.926
3200.6417578125;1013.4125
3202.7982421875;1045.608
3289.9887890625;1054.918
3437.9841796875;1036.2505
3456.3052734375;1062.005
3648.3052734375;1047.4415
3881.5041796875;1048.287
3822.988125;1037.096
3795.1852734375;1048.591
3939.1852734375;1039.3095
3787.1066015625;1050.054
3696.0828515625;1067.5055
3104.6417578125;1074.1745
2906.763515625;1107.662
3033.483515625;1064.8265
3058.2441796875;1059.516
3024.7252734375;1057.407
3049.6852734375;1090.505
3034.3252734375;1051.0895
3033.402421875;1088.2915
3088.9641796875;1059.041
3391.4452734375;1062.252
3908.124609375;1053.36
3897.6017578125;1048.363
3777.8382421875;1059.307
3924.5859375;1079.1525
3817.302421875;1085.869
3688.6252734375;1066.6505
3633.0263671875;1059.44
3772.182421875;1085.755
3942.183515625;1111.671
3840.342421875;1117.0575
3586.8652734375;1080.283
3362.2252734375;1179.368
3187.1876953125;1236.691
2834.9628515625;1284.1245
2744.5606640625;1306.269
2705.163515625;1273.152
2718.5663671875;1329.3255
2627.2852734375;1309.537
2584.0041796875;1367.411
2639.64703125;1368.4845
2573.40703125;1054.2055
2582.9259375;1073.253
2585.88703125;1105.1065
2607.0441796875;1095.464
2560.9641796875;1138.366
2514.123515625;1177.6295
2484.444609375;1171.065
2455.1947265625;1157.48
2524.98703125;1183.8615
2542.26703125;1171.4355
2533.6641796875;1190.502
2435.7441796875;1216.057
2513.548125;1235.0285
2422.3041796875;1247.179
2344.5441796875;1286.281
2393.46703125;1232.1215
2349.151640625;1226.4215
2466.27890625;1205.5785
2425.8406640625;1224.531
2484.363515625;1221.2155
2472.7252734375;1203.042
2562.0863671875;1209.388
2536.9641796875;1211.896
2514.0052734375;1218.546
2509.0059375;1161.2705
2520.60703125;1209.2455
2503.32703125;1215.715
2389.1241796875;1210.9745
2390.128125;1245.127
2443.962421875;1218.413
2444.1617578125;1247.7585
2406.35296875;1235.9785
