Potenza Elettrica;Potenza Termica
4005.7641796875;1274.7955
4041.2841796875;1285.103
3968.4052734375;1289.0265
3661.08703125;1315.1325
3862.7241796875;1311.6935
3859.888125;1233.366
3513.24703125;1281.265
3099.48703125;1304.939
3102.2859375;1284.6375
3152.28703125;1243.8065
3085.0059375;1260.5455
3092.76703125;1324.984
3183.8859375;1267.7085
3192.60703125;1252.689
3152.2059375;1278.0255
3179.1298828125;1257.8
3113.8059375;1222.7735
3182.04703125;1239.5125
3034.1259375;1252.727
3092.6859375;1230.782
3189.72703125;1227.6375
3166.6498828125;1246.4855
3214.6059375;1265.6565
3275.16703125;1241.46
3237.72703125;1215.6485
3105.1659375;1205.911
2977.56703125;1194.074
2912.28703125;1256.4225
2927.6030859375;1158.354
2902.68703125;1143.382
3079.32703125;1114.4925
3044.6859375;1039.0815
2988.0898828125;1039.623
2956.44703125;1021.706
2910.2859375;1289.91
2921.8059375;1236.026
2949.72703125;1212.39
2982.2859375;1192.611
2881.5298828125;1210.2715
2952.60703125;1248.7085
3206.9259375;1089.3935
3274.1259375;1064.9975
3294.36703125;1057.3785
3212.6859375;1052.258
3137.88703125;1020.186
3087.9298828125;998.7255
2991.8859375;1013.2605
3019.80703125;1013.517
3004.3659375;1021.649
3074.52703125;994.0515
3053.40703125;1004.9765
3021.7641796875;1019.8345
3087.00703125;1005.841
3181.08703125;995.1725
3287.5659375;1001.167
3263.64703125;1015.9205
3243.48703125;1032.3935
3241.56703125;1041.6085
3228.0459375;1049.902
3224.28703125;1031.7285
3194.52703125;1016.9465
3198.2859375;1037.1055
3163.80703125;1055.165
3131.0859375;1081.879
3161.88703125;1091.6735
3121.4859375;1093.0035
3089.8498828125;1042.5965
3633.2030859375;1032.1275
3827.248125;1025.4205
3937.56703125;1027.558
4072.0041796875;1034.892
4172.76703125;1087.693
4265.0452734375;1047.28
4239.1252734375;1054.937
4073.961328125;1059.858
4162.288125;1089.1845
4475.322421875;1110.987
4441.6852734375;1080.7865
4314.0052734375;1220.0755
4113.2841796875;1262.873
4219.80703125;1274.4155
4208.3241796875;1296.37
3601.56703125;1325.991
3362.52703125;1338.721
3172.3659375;1405.506
2983.32703125;1241.46
3056.2498828125;1068.009
3087.8859375;1107.6525
3126.36703125;1111.671
3070.6059375;1147.4955
3121.4859375;1170.267
3383.64703125;1236.596
4093.08703125;1218.755
4155.0512109375;1233.138
4423.983515625;1236.1305
4121.008125;1223.0015
4053.7641796875;1237.8595
4043.2852734375;1241.365
3910.8052734375;1248.9555
3971.322421875;1256.1755
4185.4463671875;1312.8335
4132.521328125;1303.457
4197.8452734375;1280.6095
4266.928125;1291.0025
4214.0841796875;1310.202
3944.3241796875;1316.149
3289.56703125;1325.706
3049.5298828125;1396.139
3094.6430859375;1331.52
3045.72703125;1265.989
3156.0898828125;1315.7595
3126.3230859375;1271.7175
3076.4098828125;1273.7885
3135.00703125;1286.965
3140.6859375;1261.8375
3580.44703125;1274.292
4036.4841796875;1224.759
4131.48703125;1216.684
4102.7241796875;1204.98
4075.888125;1182.541
4110.4041796875;1168.3955
4076.8852734375;1183.472
4138.3252734375;1185.486
4143.0441796875;1169.4975
4166.1652734375;1149.728
4145.0452734375;1128.9705
4098.8841796875;1085.8405
4008.60703125;1034.227
3671.6841796875;984.561
3218.4898828125;1038.084
3124.44703125;1274.311
3107.1230859375;1263.6805
3014.9698828125;1194.5585
3060.0459375;1171.027
3081.24703125;1192.2025
3039.8859375;1260.5075
3121.56703125;1063.62
3136.8459375;1049.1895
3117.72703125;1051.935
3666.84703125;1072.0275
3943.32703125;1005.632
4039.3641796875;1015.2365
3956.848125;1024.5275
3926.0030859375;991.933
3815.728125;1017.336
3886.68703125;1022.4945
3979.8441796875;1055.9345
4029.7641796875;1056.913
4154.608125;1014.6665
4056.6441796875;1034.512
4136.3241796875;1033.5905
4115.248125;1035.6995
4067.2041796875;1026.95
3877.08703125;1020.167
3325.08703125;1061.8815
3149.40703125;1023.112
3132.0459375;1041.8365
3156.12703125;1003.2855
3102.36703125;1008.2445
3128.2059375;1036.2885
3140.76703125;1007.893
3108.0459375;1028.831
3078.36703125;1038.7395
3837.72703125;1038.008
4016.3241796875;1035.8515
3959.728125;1000.711
4260.1641796875;1029.268
4262.0841796875;1043.423
4181.488125;1031.5765
4253.4441796875;1018.9605
4250.5641796875;1025.0975
4122.928125;1030.8165
4325.5252734375;1037.191
4341.7641796875;1055.0985
4302.4041796875;1196.8195
4067.248125;1240.5385
3609.24703125;1277.541
3196.4030859375;1293.387
3179.16703125;1309.423
3124.4098828125;1343.2525
3126.3230859375;1344.7725
3205.08703125;1197.741
3161.8498828125;1037.875
3031.2830859375;1007.0475
3159.96703125;1047.8595
3197.3698828125;1074.6495
3218.4830859375;1109.79
3299.1298828125;1177.107
3340.44703125;1175.663
3382.6430859375;1199.413
3388.4098828125;1190.1885
3436.44703125;1224.6735
3246.3230859375;1206.8895
3056.28703125;1186.5785
2987.1298828125;1184.2225
3028.4030859375;1227.1815
3093.72703125;1237.1565
3127.2898828125;1211.2975
3132.0830859375;1199.4035
3093.72703125;1199.2325
3101.3698828125;1216.1615
3103.2830859375;1216.9595
3106.1698828125;1178.76
3082.20703125;1195.2235
3096.5259375;1166.011
3157.08703125;1140.627
3139.7259375;1158.4015
3133.08703125;1149.595
3138.7659375;1112.3075
3101.40703125;1138.3185
3058.1259375;1202.1775
3058.20703125;1183.0825
3052.3659375;1194.3875
2990.04703125;1207.8395
2951.6098828125;1133.0935
3011.1230859375;1116.5065
2943.96703125;1100.9455
3014.9698828125;1096.4045
3020.7230859375;1093.051
2998.68703125;1106.1515
3114.84703125;1121.5985
3187.80703125;1082.7625
3136.92703125;1019.5305
3068.6859375;1012.016
3138.84703125;1092.823
3250.20703125;1351.033
3253.08703125;1250.561
3106.1259375;1218.5175
2982.36703125;1188.165
3135.8859375;1151.5235
3052.44703125;1185.106
2913.1659375;1200.192
3065.88703125;1233.803
3113.8059375;1234.7625
3160.92703125;1042.8435
3745.56703125;1045.57
3874.288125;1018.5995
4008.6441796875;1023.283
4173.7641796875;994.555
4201.648125;998.2315
4237.1241796875;1007.7885
4280.3241796875;998.7445
4105.648125;993.282
3818.5641796875;1004.2925
3872.3241796875;1011.8925
3946.20703125;1008.311
3808.048125;1003.3995
3712.9641796875;1039.7275
3803.16703125;1015.3885
3509.40703125;1019.2645
3156.0830859375;1003.333
3061.08703125;984.6845
3027.4498828125;997.652
3000.5259375;966.701
3004.44703125;1003.7035
2893.9659375;991.3535
2897.88703125;998.2315
3046.6059375;1018.7895
3031.32703125;998.07
3540.12703125;1019.2645
3973.08703125;985.606
4184.3241796875;976.03
4298.608125;969.114
4250.5641796875;991.819
4372.4841796875;1000.4545
4168.048125;999.2575
4083.4430859375;1032.6975
4005.72703125;1054.937
4151.64703125;1005.689
4206.4041796875;1032.118
4390.68703125;1010.7715
4335.96703125;1025.62
4203.568125;1040.9055
4094.9630859375;1031.4245
3472.8898828125;1020.129
2977.40484375;1014.9895
2935.2898828125;1044.924
2934.2487890625;933.375
2861.3259375;772.749
2874.7659375;696.3595
2911.2087890625;677.6065
2900.6859375;703.8075
2943.00703125;737.314
3734.04703125;706.3535
4067.16703125;671.2415
4183.3641796875;706.287
4111.408125;729.2675
4298.5641796875;682.5655
4427.2041796875;762.185
4456.92703125;688.3795
4153.648125;700.4825
3945.2030859375;693.8895
3989.40703125;646.5605
4087.408125;646.1045
4097.8430859375;686.6695
4023.00703125;679.7535
3472.8898828125;683.202
3116.6859375;685.083
3025.4859375;688.408
2931.3687890625;678.1195
3060.0459375;684.798
3158.9698828125;690.7925
3073.4859375;689.2535
2992.8087890625;713.735
3044.6859375;674.1105
3004.3659375;698.478
3063.8487890625;657.5805
3759.96703125;708.1015
4086.36703125;701.2045
4096.9641796875;675.0985
4171.80703125;683.677
4104.6441796875;676.3525
4187.16703125;672.0585
4233.328125;644.898
4125.7641796875;652.4885
3929.88703125;647.5485
4069.08703125;625.0905
4266.8841796875;638.4
4510.7241796875;641.4495
4545.24703125;630.895
4407.088125;885.2005
4234.1630859375;971.888
3546.84703125;1017.5735
3301.0498828125;1003.485
3279.8859375;1001.832
3324.9687890625;1008.1115
3221.3259375;984.181
3167.5659375;995.8755
3200.1687890625;961.8845
3260.6859375;987.316
3227.1298828125;994.6595
4058.52703125;982.1955
4437.6830859375;992.5885
4324.528125;993.4055
4205.40703125;1001.661
4178.52703125;989.9855
4139.2041796875;992.3795
4140.12703125;985.017
4058.5641796875;978.652
3903.96703125;981.977
4077.7641796875;1000.616
4148.848125;962.5495
4090.1630859375;973.788
3938.608125;966.2925
3461.3259375;1000.16
2885.3259375;1000.2265
2916.0898828125;989.9285
2894.8887890625;1007.076
2855.5659375;988.8265
2849.8059375;972.515
2968.8087890625;995.277
3004.3659375;973.6265
2967.8487890625;997.937
3078.2859375;986.309
3171.4498828125;988.627
3218.4459375;1005.347
3258.7659375;974.491
3277.0498828125;990.5935
3226.1259375;975.897
3187.7259375;1005.195
3237.72703125;976.8185
3225.2098828125;977.132
3273.1659375;1009.0235
3155.0859375;996.7685
3183.9298828125;1003.447
3292.4030859375;1024.594
3297.2098828125;1006.525
3324.0459375;1022.96
3112.8459375;996.303
3118.6498828125;1010.2965
2965.9659375;1018.685
2948.6487890625;1013.4315
2914.1259375;1027.9285
2930.4087890625;1016.367
2836.3659375;723.463
2816.2498828125;657.97
2829.56484375;672.581
2966.0098828125;643.853
2965.0059375;659.4235
2953.4487890625;665.779
2917.08703125;658.996
2856.5259375;660.8105
2864.28703125;686.052
2905.4859375;685.7955
2937.1659375;664.278
2820.0898828125;650.959
2716.3659375;658.768
2727.8859375;671.707
2823.9298828125;666.1685
2804.60484375;660.4685
2858.4898828125;671.27
2851.7259375;697.585
2969.8059375;704.6625
2980.4098828125;665.6175
2884.3287890625;690.3935
2903.5659375;654.474
2844.0459375;688.2655
2785.5298828125;664.1545
2740.3659375;683.2305
2870.8887890625;708.852
2930.4459375;676.3335
2853.6459375;693.5855
2758.6498828125;683.7435
3416.2059375;670.5385
3876.12703125;665.057
4146.84703125;685.3965
4075.7630859375;685.7385
3929.968125;685.5675
3883.80703125;704.919
4039.2830859375;685.6055
4017.24703125;674.2245
3908.76703125;674.5095
4361.968125;667.869
4327.2830859375;666.9855
4428.208125;662.511
4288.92703125;669.674
4047.9230859375;675.5925
3876.12703125;1022.314
3331.7698828125;1028.052
3033.1659375;1021.706
3074.4459375;1005.6795
3055.2898828125;997.6615
2997.56484375;988.114
2990.0098828125;1002.6015
2937.1659375;981.3215
2966.8887890625;993.738
2968.8459375;1004.8245
3329.8059375;1010.4485
3857.88703125;1005.081
4133.3698828125;1000.388
4283.2041796875;1009.508
4323.48703125;1007.057
4183.3641796875;999.4665
3999.00703125;984.9505
4000.0041796875;995.695
4104.60703125;1010.0685
4166.04703125;1002.877
4213.08703125;1010.7335
4176.60703125;1014.562
4106.52703125;1016.9275
3940.4030859375;1055.6875
3648.60703125;985.8625
2729.096484375;1009.3845
2776.4510625;1018.837
2844.0087890625;1019.806
2893.0059375;1003.3805
2869.9287890625;1013.764
2942.9259375;1047.4605
2889.1287890625;1026.8265
2936.2059375;1010.0875
2920.8898828125;1029.8095
3275.00484375;987.62
3697.5298828125;1014.5145
3981.72703125;978.9655
4006.6059375;993.1775
3925.08703125;1033.315
3891.48703125;996.5785
3741.6830859375;1016.0155
3608.28703125;1035.0155
3565.0498828125;1054.557
3733.0430859375;1062.708
3949.168125;1074.3835
3933.72703125;1246.476
3705.1659375;1251.8625
3460.44703125;1291.4205
3117.6459375;1300.379
3109.0059375;1314.2205
3169.4487890625;1346.7485
3144.5698828125;1377.6045
3133.0059375;1261.7615
3206.9259375;1031.605
3272.2498828125;1028.888
3227.0859375;1051.84
3229.0059375;1037.913
3130.1259375;1061.473
3659.1298828125;1089.916
3855.96703125;1128.2295
3980.7230859375;1136.9505
4121.968125;1120.278
4028.76703125;1139.639
3997.1241796875;1139.4205
3906.0052734375;1171.7585
3873.2841796875;1179.4155
3882.9652734375;1169.621
3804.2452734375;1153.5945
4032.7252734375;1151.2385
3961.6041796875;1219.781
3996.12703125;1163.351
3902.04703125;1179.805
3652.3659375;1167.4075
3134.0098828125;1188.3835
2957.3259375;1189.2005
2972.6487890625;1195.024
2968.8459375;1155.1145
2962.0887890625;1163.3035
2978.4459375;1151.7705
3038.9259375;1183.1395
3092.7298828125;1181.762
3073.4487890625;1152.787
3610.1630859375;1163.294
4073.8498828125;1202.282
4380.12703125;1174.884
4457.9241796875;1181.914
4308.12703125;1159.684
4434.8841796875;1148.9585
4344.688125;1118.15
4097.9241796875;1132.115
4062.4041796875;1115.1575
4140.208125;1076.9105
4114.2441796875;1057.4355
4074.8841796875;1032.0325
4044.12703125;1030.9115
3717.72703125;1004.0075
3179.0859375;1235.874
3112.8898828125;1280.087
3106.1259375;1232.739
3043.7259375;1177.886
2973.6087890625;1164.548
2927.5659375;1201.218
2941.0498828125;1248.7655
3044.6487890625;1028.9355
3051.4059375;1017.1175
3088.8459375;1026.836
3117.6459375;1043.0715
3040.8898828125;1004.5015
3060.0087890625;995.2295
2939.0859375;1002.307
2857.4859375;1011.484
2841.2098828125;998.83
2834.4459375;998.336
2779.7259375;1005.404
2646.2487890625;1002.5825
2703.8859375;968.81
2768.2498828125;999.9035
2826.7659375;991.249
2879.5659375;993.586
2913.1287890625;1043.423
2967.8859375;1013.2795
2981.3698828125;1033.106
2960.2059375;1018.2005
3022.6059375;1028.831
3012.0898828125;1032.612
2915.96484375;1010.249
3011.16703125;1036.127
3129.1287890625;1022.2285
3154.1259375;1038.369
3065.8498828125;1039.547
3114.7659375;1017.9345
3092.6859375;1018.4095
3210.8098828125;984.9125
3214.6059375;1023.2735
3021.6459375;1029.439
2969.88703125;1039.8985
2971.7698828125;998.6875
2924.7230859375;993.738
2790.36703125;1022.751
2739.4498828125;1062.556
2735.5659375;1059.041
2744.2059375;1243.702
2708.6859375;1239.997
2731.7698828125;1262.626
2846.8887890625;1290.366
2839.2459375;1309.613
2960.2059375;1326.5705
3023.6098828125;1357.265
3009.1659375;1301.6045
2949.6087890625;1042.967
3004.3659375;1086.705
3035.0859375;1083.114
3037.0498828125;1109.277
3056.2059375;1075.324
3735.8859375;1105.515
4071.088125;1134.091
4254.3230859375;1121.4655
4324.528125;1122.6815
4054.68703125;1186.721
4042.20703125;1155.504
4027.7630859375;1169.4785
4052.848125;1200.819
4001.88703125;1205.2555
4078.7241796875;1222.593
4317.7641796875;1221.8045
4344.60703125;1222.669
4427.2041796875;1250.485
4288.92703125;1224.284
3917.40703125;1226.564
3410.4459375;1200.648
3353.88703125;1257.116
3265.4487890625;1218.2325
3284.6859375;1186.0275
3348.0898828125;1199.2515
3393.1659375;1165.4315
3459.4059375;1208.609
3407.6098828125;1186.9775
3425.8059375;1158.012
4133.40703125;1150.8585
4304.28703125;1167.588
4369.6041796875;1223.22
4533.72703125;1152.179
4429.1241796875;1141.0545
4313.968125;1121.133
4145.9241796875;1160.7765
4013.40703125;1135.535
3984.6441796875;1147.1915
3981.808125;1067.8
3962.5641796875;1086.5245
4180.44703125;1026.4275
4060.44703125;997.3195
4288.8830859375;987.202
4105.648125;1234.088
3262.5687890625;1271.784
3167.5659375;1227.058
3180.0459375;1189.742
3273.2098828125;1177.8575
3301.88484375;1171.369
3268.4098828125;1284.913
3176.2059375;1061.1785
3129.1287890625;1041.466
3116.6859375;1061.834
3760.8459375;1045.361
3817.2263671875;1011.408
4094.6736328125;1012.0255
4252.238671875;994.2795
4429.7917265625;1032.9255
4530.4112109375;1009.546
4414.842421875;999.8275
4046.128125;998.279
4002.9652734375;1023.511
4059.561328125;1035.0725
4067.2852734375;1001.509
4135.408125;1031.035
4097.8430859375;1029.1065
3686.04703125;1029.0685
3111.9298828125;1023.872
2945.72484375;1048.515
2966.0098828125;1038.4545
3019.6887890625;1035.7185
3101.3259375;1042.7485
3193.4859375;1048.743
3156.0898828125;1056.1815
3092.60484375;1065.368
3149.3698828125;1031.2725
3099.4059375;1052.752
3810.7659375;1030.8165
3872.28703125;1019.5495
3858.7659375;1009.66
3892.44703125;1022.618
4011.568125;1071.3625
4110.4041796875;1054.557
4000.0852734375;1070.6595
3951.1252734375;1092.1295
3940.4841796875;1084.292
3909.8452734375;1115.794
4004.8041796875;1058.9555
3964.44703125;1212.0765
4018.20703125;1236.1305
4032.60703125;1270.188
3627.48703125;1317.6785
2915.0859375;1323.8345
2829.6087890625;1313.3465
2797.0059375;1351.546
2840.1687890625;1276.4295
2834.4459375;1032.46
2901.6087890625;1080.9765
2859.4059375;1057.787
2939.0487890625;1150.8585
2895.9298828125;1201.3605
3647.5659375;1190.54
3812.6859375;1204.3055
4010.52703125;1181.5815
4173.72703125;1191.737
4259.2041796875;1223.771
4146.928125;1195.5845
4098.921328125;1231.637
4208.4052734375;1242.334
4081.6852734375;1191.7655
4375.4452734375;1213.4065
4391.7652734375;1224.2935
4158.4041796875;1213.283
3561.2098828125;1230.212
3393.2030859375;1231.4755
3336.5698828125;1217.862
3279.8859375;1228.198
3246.2859375;1280.467
3307.7698828125;1266.0745
3338.4459375;1210.0625
3219.4059375;1233.1
3116.7298828125;1223.296
3002.4087890625;1195.3375
2982.2859375;1244.3385
3060.0459375;1219.705
3055.2087890625;1212.6655
2993.8059375;1264.4595
3074.4898828125;1155.3425
2993.8059375;1164.928
3025.56703125;1144.5505
2932.3659375;1171.8345
3010.2441796875;1157.3945
2914.20703125;1143.667
2884.528125;1160.9
2886.4041796875;1133.616
2833.56703125;1083.5985
2989.9659375;1040.6965
3061.9659375;1097.402
3038.9698828125;1293.805
3017.8059375;1267.794
3035.0859375;1237.0805
2853.6087890625;1247.3215
2871.9298828125;1213.815
3042.7659375;1163.522
3081.1659375;1196.487
3047.5287890625;1258.8355
3033.1659375;1040.8865
2931.4498828125;1048.9425
3030.2859375;1089.7545
3038.8887890625;1106.636
3075.4059375;1027.8335
3015.8859375;1023.0645
2977.5298828125;996.8825
2930.4459375;1001.5945
2876.6859375;1003.7415
2894.9698828125;968.126
2951.5659375;1008.2255
2923.80703125;1032.7545
2952.5259375;1067.4675
2939.0859375;1044.7245
3006.3298828125;1075.685
3037.9659375;1051.2605
3092.6859375;1031.1965
3060.0898828125;1052.657
3066.7659375;1046.026
3028.3659375;1044.316
3094.5687890625;1036.716
3069.6898828125;1051.2035
3055.2459375;1098.276
3099.3687890625;1092.9465
3027.4059375;1104.508
3070.6059375;1088.3105
3140.6487890625;1063.8385
3709.08703125;1067.23
4163.16703125;1017.545
4214.04703125;1017.8395
4161.2030859375;1039.1765
4121.968125;1062.48
4001.88703125;1052.8755
3838.6430859375;1023.2735
3796.44703125;1039.528
3799.32703125;1063.449
4145.88703125;1091.7685
4205.40703125;1092.766
4356.1641796875;1240.662
4238.04703125;1276.2585
4083.5241796875;1311.418
3899.16703125;1321.507
3284.7298828125;1346.473
3137.8059375;1368.038
3098.4087890625;1390.2775
3164.6859375;1393.5645
3069.6459375;1075.6755
3053.3698828125;1058.1195
3157.0059375;1061.359
3141.6087890625;1082.3635
3151.2459375;1084.1875
3660.12703125;1139.7055
4207.3641796875;1187.2435
4285.08703125;1204.1535
4360.0041796875;1199.033
4237.168125;1165.783
4293.7641796875;1166.391
4299.48703125;1181.249
4256.3241796875;1199.6505
4245.72703125;1249.5255
4340.848125;1236.349
4288.0041796875;1223.03
4254.4041796875;1236.501
